1	0.075	17.748182	0.07313491	0.7629889083	0.752772913	0.15	26.618065	0.10968504	0.7451838879	1	0.25	21.463575	0.088444926	0.7729130181	1																
2	0.075	11.423644	0.047073394	0.8920023351	0.6164623468	0.15	15.074385	0.06211699	0.8263280794	0.9880326912	0.25	19.61269	0.080817975	0.8523058961	0.9538820782																
3	0.075	9.89196	0.04076179	0.5002918856	1	0.15	26.333553	0.10851263	0.8380035026	0.8064798599	0.25	11.661142	0.048052054	0.8143607706	0.9489200234																
4	0.075	10.1275215	0.04173246	0.8765323993	0.5192644483	0.15	10.046216	0.04139743	0.8817863398	0.9232340922	0.25	13.620059	0.05612416	0.8365440747	0.8870402802																
5	0.075	6.6293344	0.027317489	0.4903677758	1	0.15	15.376889	0.06336353	0.8044366608	0.951255108	0.25	11.817644	0.04869695	0.7095738471	0.9503794513																
6	0.075	6.4138184	0.026429417	0.8814944542	0.5394045534	0.15	13.935235	0.05742291	0.9433741973	0.8607705779	0.25	13.647894	0.05623886	0.8260361938	0.9127262113																
7	0.075	8.6564245	0.035670523	0.8940455342	0.5329830706	0.15	12.124753	0.049962454	0.8251605371	0.902510216	0.25	8.931011	0.036801998	0.8893753649	0.8569760654																
8	0.075	8.0411625	0.03313521	0.4950379451	1	0.15	21.378748	0.08809538	0.8966725044	0.926152948	0.25	13.534568	0.05577187	0.8747810858	0.8998832458																
9	0.075	7.322789	0.030175008	0.4950379451	1	0.15	12.354198	0.050907925	0.8277875073	0.9334500876	0.25	10.539901	0.04343175	0.801517805	0.9244016346																
10	0.075	6.192679	0.02551816	0.8858727379	0.5580852306	0.15	7.5483904	0.031104645	0.8479276124	0.844716871	0.25	14.520655	0.059835244	0.8117338004	0.9156450671																
11	0.075	6.466675	0.026647218	0.4903677758	1	0.15	12.26703	0.050548732	0.8342089901	0.8952130765	0.25	12.439736	0.051260408	0.8274956217	0.9188558085																
12	0.075	6.680156	0.027526908	0.8812025686	0.5175131349	0.15	14.618084	0.060236715	0.8590192644	0.8566841798	0.25	17.17715	0.07078186	0.8493870403	0.8852889667																
13	0.075	5.7085247	0.023523109	0.8832457677	0.5353181553	0.15	14.369154	0.059210956	0.8476357268	0.908056042	0.25	10.43421	0.04299623	0.8000583771	0.8884997081																
14	0.075	6.6604238	0.027445598	0.4903677758	1	0.15	18.106146	0.07460996	0.9836544075	0.814068885	0.25	8.244648	0.03397371	0.853765324	0.8695271454																
15	0.075	5.8528075	0.024117656	0.4982486865	1	0.15	11.674967	0.04810902	0.7825452423	0.9138937536	0.25	10.035711	0.041354142	0.8517221249	0.8806187974																
16	0.075	5.648379	0.023275265	0.4915353182	1	0.15	11.142345	0.045914248	0.9798598949	0.8301225919	0.25	13.217917	0.054467052	0.8925861062	0.9086398132																
17	0.075	5.8557973	0.024129977	0.4915353182	1	0.15	8.555152	0.035253208	0.8677758319	0.9039696439	0.25	9.024754	0.03718829	0.9681844717	0.8368359603																
18	0.075	5.872853	0.024200251	0.8937536486	0.5262697023	0.15	9.86054	0.04063231	0.9051371862	0.8394629305	0.25	9.664162	0.039823093	0.9518388792	0.8788674839																
19	0.075	5.8650327	0.024168035	0.8893753649	0.5160537069	0.15	9.998188	0.04119952	0.9311150029	0.8724460012	0.25	8.343082	0.034379326	0.9249854057	0.8955049621																
20	0.075	7.76342	0.031990718	0.4932866316	1	0.15	13.047103	0.05376318	0.7647402218	0.8814944542	0.25	8.795963	0.03624551	0.9130180969	0.8689433742																
21	0.075	6.1297407	0.025258815	0.4903677758	1	0.15	6.9615173	0.028686315	0.7661996497	0.9389959136	0.25	9.972253	0.04109265	0.9515469936	0.7907180385																
