1	0.075	1835.647	0.1282529	0.5268817204	0.4224270353	0.15	1754.8142	0.12260527	0.5268817204	1	0.25	1770.8236	0.12372381	0.6589861751	0.509984639																
2	0.075	1611.0912	0.112563625	0.7142857143	0.7250384025	0.15	1554.0917	0.10858119	0.6497695853	0.6543778802	0.25	1759.5778	0.12293809	0.5376344086	0.8786482335																
3	0.075	1265.9482	0.08844921	0.4731182796	1	0.15	1295.3572	0.09050394	0.6605222734	0.8740399386	0.25	1525.3655	0.10657415	0.6344086022	1																
4	0.075	1066.6014	0.07452126	0.6850998464	0.7834101382	0.15	1115.3611	0.077927984	0.6973886329	0.9062980031	0.25	1507.1162	0.10529912	0.8371735791	1																
5	0.075	1039.3076	0.07261429	0.8602150538	0.5284178187	0.15	1086.5237	0.075913176	0.6712749616	0.9370199693	0.25	1223.2185	0.08546376	0.7142857143	1																
6	0.075	913.3273	0.0638123	0.4639016897	1	0.15	1036.9225	0.07244764	0.6912442396	0.9416282642	0.25	1057.7112	0.0739001	0.7880184332	0.9539170507																
7	0.075	844.51825	0.059004754	0.9016897081	0.5468509985	0.15	1002.1605	0.0700189	0.6374807988	0.9569892473	0.25	1524.2772	0.106498115	0.5929339478	1																
8	0.075	791.3046	0.055286832	0.4592933948	1	0.15	884.4686	0.06179601	0.4777265745	1	0.25	1123.6608	0.07850787	0.7864823349	0.9738863287																
9	0.075	712.9644	0.049813364	0.9324116743	0.4884792627	0.15	743.83527	0.051970243	0.6927803379	0.9278033794	0.25	719.1344	0.050244447	0.6159754224	0.9953917051																
10	0.075	527.3404	0.036844194	0.8648233487	0.619047619	0.15	788.9688	0.055123635	0.7941628264	0.8248847926	0.25	677.2055	0.04731496	0.7004608295	0.8986175115																
11	0.075	479.7335	0.033517994	0.8064516129	0.7142857143	0.15	622.2287	0.043473843	0.7588325653	0.8694316436	0.25	609.2363	0.04256609	0.7680491551	0.9523809524																
12	0.075	703.3669	0.0491428	0.4639016897	1	0.15	714.09467	0.049892332	0.7173579109	0.9262672811	0.25	649.2502	0.045361776	0.7480798771	0.9416282642																
13	0.075	576.11945	0.040252287	0.8801843318	0.5222734255	0.15	469.22696	0.032783926	0.6036866359	0.9615975422	0.25	602.03503	0.042062953	0.7265745008	0.935483871																
14	0.075	485.05966	0.033890124	0.8540706605	0.6973886329	0.15	635.9139	0.04443	0.821812596	0.821812596	0.25	578.16345	0.040395092	0.6605222734	0.9539170507																
15	0.075	418.68237	0.029252477	0.4592933948	1	0.15	479.2517	0.033484332	0.7941628264	0.8079877112	0.25	742.8356	0.051900394	0.7250384025	0.8847926267																
16	0.075	426.98038	0.029832246	0.9201228879	0.4915514593	0.15	526.6975	0.036799278	0.7849462366	0.7910906298	0.25	533.25934	0.03725773	0.6927803379	0.930875576																
17	0.075	468.4831	0.03273195	0.9247311828	0.5069124424	0.15	827.7785	0.057835188	0.4715821813	1	0.25	714.44165	0.049916573	0.8509984639	0.8832565284																
18	0.075	498.59857	0.03483606	0.4592933948	1	0.15	546.0944	0.03815449	0.7956989247	0.8141321045	0.25	1599.626	0.111762576	0.8448540707	0.9508448541																
19	0.075	583.3534	0.04075771	0.4546850998	1	0.15	938.9079	0.065599576	0.7926267281	0.8294930876	0.25	643.87604	0.0449863	0.8187403994	0.8878648233																
20	0.075	396.77084	0.027721569	0.8387096774	0.708141321	0.15	648.02155	0.045275934	0.4715821813	1	0.25	572.00464	0.03996479	0.8433179724	0.8709677419																
21	0.075	506.0564	0.035357118	0.8847926267	0.6021505376	0.15	372.8295	0.02604883	0.7956989247	0.8079877112	0.25	621.7271	0.043438803	0.6927803379	0.9462365591																
22	0.075	357.33182	0.02496604	0.9216589862	0.5007680492	0.15	405.01382	0.028297482	0.7465437788	0.7296466974	0.25	739.1998	0.051646374	0.8540706605	0.846390169																
23	0.075	491.44492	0.034336254	0.9062980031	0.5714285714	0.15	472.70578	0.033026982	0.7895545315	0.846390169	0.25	503.74307	0.035195496	0.9447004608	0.7834101382																
24	0.075	530.1803	0.037042614	0.8817204301	0.6559139785	0.15	382.91644	0.026753588	0.8709677419	0.6835637481	0.25	815.09015	0.056948677	0.7588325653	0.8617511521																
25	0.075	695.2429	0.0485752	0.8264208909	0.6820276498	0.15	478.00534	0.03339725	0.8310291859	0.6789554531	0.25	578.92	0.04044795	0.8494623656	0.8064516129																
26	0.075	359.93256	0.025147751	0.4500768049	1	0.15	565.68616	0.039523333	0.4715821813	1	0.25	480.13443	0.03354601	0.9523809524	0.8033794163																
27	0.075	356.5835	0.024913758	0.4562211982	1	0.15	401.41248	0.028045863	0.7634408602	0.8049155146	0.25	548.25006	0.03830511	0.6405529954	0.935483871																
28	0.075	387.007	0.027039384	0.4562211982	1	0.15	413.70264	0.028904554	0.8509984639	0.6835637481	0.25	867.39044	0.06060279	0.6313364055	0.9923195084																
29	0.075	421.09503	0.029421046	0.4546850998	1	0.15	515.6064	0.03602436	0.66359447	0.8172043011	0.25	737.12756	0.05150159	0.8125960061	0.8479262673																
30	0.075	332.55243	0.023234757	0.9262672811	0.4930875576	0.15	544.7377	0.038059708	0.8110599078	0.7741935484	0.25	608.33997	0.042503465	0.8079877112	0.8694316436																
31	0.075	348.0662	0.024318669	0.4531490015	1	0.15	638.86896	0.044636466	0.8310291859	0.797235023	0.25	523.5818	0.036581587	0.8264208909	0.8125960061																
