ground truth	prediction
3.4262634277343773	2.8921378
0.0	0.118670814
0.0	0.12369913
19.16001586914063	24.293324
0.0	0.12842752
0.0	0.24533364
131.8760681152345	133.8699
0.0	0.14034612
0.0	0.20817974
33.38975982666018	32.63
0.0	0.31126204
19.5966016981337	23.076664
0.0	0.24968289
33.81895446777343	29.95779
0.0	0.3948905
0.0	0.12469602
0.0	0.13555108
0.0	0.13117714
0.0	0.13078071
0.7308476765950521	0.5580664
0.0	0.1327491
0.0	0.13599095
0.0	0.1347269
63.98171691894534	61.641273
0.0	0.22150028
0.0	0.24932255
0.0	0.123906836
4.255459594726561	3.0375319
0.0	0.11058883
168.1313919067385	168.0184
0.0	0.22549778
128.155128479004	130.6706
60.52918243408205	61.621044
166.532611846924	178.7363
198.24347686767572	198.50566
0.0	0.33290368
0.0	0.115626864
37.100860595703125	37.36313
0.0	0.22156689
0.0	0.15291052
0.0	0.1313495
0.0	0.32432204
74.68726959228516	82.44583
0.0	0.11082268
172.00737609863296	174.7246
143.17740020751987	141.59384
5.85393981933594	7.697268
30.100027465820325	26.215303
202.3028671264648	198.47165
0.0	0.123778164
202.5904586791993	200.15228
0.0	0.21565148
0.0	0.1565145
0.0	0.2210707
0.0	0.16851892
32.9847106933594	34.88597
0.0	0.26898587
190.15462578667533	197.15515
96.06478118896491	105.184715
0.0	0.18635525
0.0	0.30633748
0.0	0.35838735
136.72167816162124	138.36479
31.794013977050785	33.25033
94.8858505249024	96.94109
190.2078201293947	192.99997
14.94038696289062	16.37707
181.35914103190115	180.47888
20.078955078125023	22.106651
0.0	0.13125344
0.0	0.16392782
0.0	0.1968264
0.7368927001953129	0.19964945
24.99023437500001	24.54646
0.0	0.26070946
0.0	0.12791538
0.0	0.2142858
156.75181732177762	158.6867
0.0	0.29425985
0.0	0.20718591
0.0	0.112089366
0.0	0.1356033
0.0	0.13404235
190.0438766479492	193.16338
159.83734893798857	161.4916
75.2548522949219	77.95964
0.0	0.3399593
0.0	0.20093429
0.0	0.31794947
186.58147345648865	191.51242
0.0	0.12976171
0.0	0.30823952
0.0	0.16183192
39.81321105957031	41.511543
18.08232574462891	22.710512
0.0	0.13604072
0.0	0.20356989
0.0	0.2541433
0.5213119506835939	0.28700268
142.2509536743163	143.08434
188.39415435791008	190.48662
0.0	0.4670955
0.0	0.1340502
140.7535552978517	140.81747
0.0	0.11032255
116.38298950195306	121.43415
0.0	0.118072525
192.5230468750001	196.75294
174.0835388183593	164.30391
0.0	0.35586637
78.8927963256836	83.81821
159.10119628906267	155.31647
0.0	0.1486563
6.539814758300781	3.9011376
149.57671271430135	149.99452
179.2062362670898	182.1575
169.37391357421888	173.85196
0.0	0.11526278
0.0	0.28011423
15.29495239257815	26.253828
13.48204650878908	18.651793
0.0	0.24437813
60.27042846679698	62.81015
0.0	0.12887916
0.0	0.114876516
0.0	0.12160929
0.0	0.35029256
77.5014526367187	78.855484
145.5240325927735	146.40208
27.277420043945305	27.897131
0.0	0.103981525
0.0	0.11013913
63.66776885986329	69.71762
172.6797958374025	175.182
0.0	0.112940356
83.40347137451174	87.89605
180.7672973632814	178.94676
18.16414031982425	20.99906
25.458103942871134	26.18751
104.79486389160158	108.380875
0.0	0.25991124
0.0	0.19023609
0.0	0.18704574
0.0	0.22488198
0.0	0.15648451
100.18307800292972	102.45765
0.0	0.11301747
136.5588134765627	135.08012
0.0	0.22099847
8.777180480957039	18.700537
0.0	0.4534431
0.0	0.21295018
0.0	0.145296
38.18100433349609	42.714764
0.7035369873046876	0.25799528
49.577934265136726	54.684456
0.0	0.115185186
0.0	0.21037282
1.518768310546875	0.6034152
0.0	0.14390309
6.237977600097659	1.9031664
0.7567240397135416	0.20579857
0.0	0.20187947
39.76485443115236	39.778584
202.202670288086	199.90675
0.0	0.27624464
17.9097900390625	19.616964
0.0	0.10601076
0.0	0.23373677
0.0	0.11748552
0.0	0.15361975
0.0	0.22369635
0.0	0.22138476
23.237950134277348	23.160505
6.103831481933594	12.065312
0.0	0.10807304
0.0	0.22893772
0.0	0.13008165
0.7597325642903646	0.4271128
0.0	0.14052542
0.0	0.16953827
0.0	0.28658527
18.73936614990234	19.307222
2.250656127929689	1.7461252
11.304327392578154	18.253773
0.0	0.1693114
44.573179626464864	54.61503
107.15603485107434	109.99868
0.0	0.23935741
200.6355163574221	199.52145
0.0	0.38033178
0.7784423828125	0.37168178
72.24703063964844	77.44114
167.63233439127606	173.63753
0.0	0.14862199
37.34071350097657	35.198177
0.0	0.1327148
0.0	0.15106738
93.6710998535156	96.50213
71.2192367553711	74.893105
68.29236755371093	70.40186
1.2007649739583333	0.63884354
0.0	0.18462372
0.0	0.15537603
146.0022811889648	149.02061
0.0	0.20482792
0.3728529188368056	0.2605944
182.75837554931636	187.95747
7.581356048583986	11.608957
0.0	0.35598177
0.0	0.24289468
190.0934661865236	193.20102
0.0	0.2518522
0.0	0.15356772
0.0	0.2763152
0.74578857421875	0.1821673
51.929016113281264	53.786896
0.0	0.18058193
0.0	0.25004116
17.37807922363283	22.909391
119.42047458224869	123.138374
0.7620086669921875	4.639227
177.6208160400394	179.16716
50.216474745008696	55.358734
0.0	0.12528345
0.0	0.1257845
166.84779205322252	169.61577
7.338372802734375	11.723699
148.77632310655366	149.6978
5.84527757432726	3.5074053
0.0	0.21995631
0.0	0.16700749
9.787617492675778	12.204507
0.0	0.19353741
25.462917751736143	25.716309
0.0	0.19267823
0.0	0.26781762
212.65410003662103	201.68011
36.492700195312494	32.134502
18.18512115478518	12.500817
83.97966308593752	81.83764
0.0	0.26602107
0.5230594211154516	0.16216518
62.520239257812506	64.92504
74.38759765625	80.25761
9.333923339843752	11.374533
0.716583251953125	0.6658324
0.0	0.33934793
0.0	0.12442178
193.1311798095704	196.8986
113.0288711547852	110.003784
124.5183486938476	118.722725
0.0	0.28857565
159.6944763183596	160.0317
157.8008292061943	158.6535
91.47448730468764	88.34258
80.30112457275393	92.819176
0.7625061035156253	0.34144112
169.04502868652352	172.14432
0.7622833251953125	0.53735596
0.0	0.11250459
0.0	0.2975374
0.0	0.26883423
170.5425354003906	175.74849
0.7880981445312502	0.36104584
109.3841964721681	108.46043
80.43555026584202	81.52417
0.0	0.26283103
0.0	0.13055807
186.593295288086	162.80449
0.0	0.11633103
0.0	0.10905161
171.13945855034723	174.18488
0.0	0.15036781
0.0	0.25468972
30.215731811523444	34.01002
0.0	0.24776793
104.05941314697296	111.58698
100.65952216254335	103.710976
0.0	0.35003528
129.06643676757798	130.75986
0.0	0.11502115
0.0	0.11502043
0.0	0.17115217
0.0	0.1580548
60.5326370239258	67.05234
104.28852233886728	103.42373
20.33460693359374	19.194674
0.0	0.15132704
0.0	0.25168687
0.0	0.119311385
0.0	0.21831009
154.5762969970705	161.4544
169.3581558227539	173.13411
4.463630676269532	5.0377684
0.0	0.23792188
166.9741744995116	160.01767
157.11314086914098	157.42113
5.319402967180525	11.019977
0.0	0.20080958
0.0	0.2624836
0.0	0.13469557
154.11753845214852	155.72462
20.62353057861329	23.192127
188.77380981445327	191.95145
110.746287536621	110.02978
0.0	0.21741177
7.28330993652344	10.264932
0.0	0.19234207
6.271728515625001	2.4775445
0.0	0.11661053
0.0	0.13507168
40.549801296658	45.244427
5.325443812779018	37.45224
10.217089843750006	16.081154
0.0	0.18510537
33.67820129394532	34.52092
0.0	0.144687
23.04276021321617	25.052649
80.0431610107422	82.07932
40.025273132324216	33.451195
11.459243774414078	15.960201
60.84552001953128	63.638943
194.0185913085938	196.15915
10.11440277099611	11.899178
0.7359034220377604	0.5826132
0.0	0.17283665
172.5675933837891	171.25507
62.31792449951172	69.42718
0.0	0.23317668
17.12579956054688	19.40071
0.0	0.106317654
0.3898086547851563	0.27220112
3.5788818359375	3.603351
162.73906250000022	163.21114
0.7367630004882816	0.18555783
166.02018737792986	171.69557
0.0	0.22760373
0.0	0.19594309
11.736080932617188	17.173933
16.95816345214846	18.903233
0.0	0.13658087
0.0	0.14726512
0.0	0.16626927
0.0	0.11815921
126.4935394287108	125.003845
23.48721160888673	28.716076
0.0	0.14363497
150.65859815809455	150.271
203.72265014648457	198.68318
26.635641479492197	27.816637
0.0	0.19508629
178.1888275146486	180.70874
0.0	0.26682904
209.51514892578112	201.0561
0.0	0.25268897
0.0	0.37758428
0.0	0.13893552
2.2925842285156266	0.8946296
0.0	0.20572683
12.54030761718749	20.941397
93.54195098876951	82.626976
163.93110198974608	166.0398
95.21193847656248	90.04958
10.75614013671876	10.17582
0.7139068603515628	0.19380206
0.0	0.27008665
3.412580702039932	4.7608624
0.0	0.123841174
195.08074340820312	195.66328
174.4793899536134	184.49188
200.2026748657228	199.03125
86.22822265625001	91.74096
0.0	0.13976917
0.245120578342014	0.13281459
173.57665405273457	173.7132
0.0	0.12956162
0.0	0.2492576
117.02496948242204	115.39548
11.35487365722656	16.741081
35.619279479980484	52.947155
171.95488739013672	172.9841
0.0	0.10401141
0.0	0.40725663
56.36999969482424	53.3588
49.45834045410157	39.969727
0.0	0.2234826
0.0	0.23415758
20.003837585449208	21.303066
0.0	0.25279778
116.154037475586	112.44774
124.9740386962892	125.053505
118.37331237792962	116.93678
0.7796173095703127	0.34355697
0.0	0.12209068
29.402145385742205	32.263996
226.81835021972648	188.37358
0.0	0.28314796
186.9354324340823	178.68832
0.0	0.45588726
0.0	0.32932174
11.52445220947267	15.662266
104.38635932074656	100.63197
0.0	0.20840877
54.2937744140625	60.884956
0.84124755859375	1.255357
0.0	0.232199
149.73598022460936	158.24832
12.28260650634767	11.458554
0.0	0.17063962
0.0	0.16691345
0.0	0.11358539
141.224934387207	140.68513
114.93027648925776	118.43172
103.22952728271488	105.08519
108.46195373535151	116.30001
0.0	0.21596755
0.7710614885602679	1.8730661
187.1728500366214	191.19347
0.0	0.21203347
0.0	0.25101158
130.62174987792983	130.55055
94.90333251953128	97.280365
0.0	0.16063207
0.0	0.32754508
0.0	0.119263366
0.3765284220377605	0.39333728
155.6541183471681	155.44522
72.7428665161133	77.96596
152.2538833618163	172.08553
0.0	0.268147
0.8899803161621094	1.0127072
169.41550445556638	177.8716
9.722914123535176	14.266747
80.8053918684492	16.413097
0.0	0.3240201
32.0632827758789	28.69904
0.0	0.26420736
0.0	0.10413876
0.12018966674804682	0.12660442
0.0	0.43224692
0.0	0.115221746
188.80866851806647	192.86539
0.0	0.1993455
3.783489990234376	4.7914395
110.82688598632812	111.71887
0.0	0.10538315
59.46058485243057	64.99543
0.0	0.1275291
81.25538482666016	83.72807
114.05901641845708	116.500206
92.67437286376952	97.89794
1.1393661499023449	0.5443022
0.0	0.11144931
53.35758514404299	59.70983
22.056489562988304	22.433662
22.40477142333987	26.948196
0.0	0.13308932
0.0	0.13764748
14.835079956054688	16.598373
0.0	0.14713943
0.0	0.28270447
156.73608245849627	159.78267
208.09082031250023	201.70055
66.39950256347656	70.38754
9.325105285644533	9.59357
142.9566463894313	142.35335
197.2817428588867	196.94841
123.69370422363274	123.4371
109.80762566460515	119.97458
0.0	0.12993437
118.93856353759756	135.77133
73.06929931640627	78.83234
150.096666124132	169.17067
0.0	0.12914549
70.3511428833008	68.101944
0.0	0.20635664
134.09209289550807	133.78983
59.48984680175781	58.314026
0.0	0.24929951
3.380769348144532	7.8857083
172.8946166992189	181.73204
0.0	0.32189357
0.0	0.3418307
0.0	0.13371223
40.46157226562501	43.0338
0.0	0.13157617
159.05172119140633	160.28336
95.84880405002176	86.74006
0.0	0.13040498
15.05796508789064	19.709124
61.767327880859376	65.936455
74.94850158691406	78.96461
0.0	0.29160964
0.0	0.2443018
197.2544143676757	192.31287
0.0	0.29931283
0.5268732706705732	0.19334072
0.0	0.37649143
64.69537014431427	86.558075
212.65428466796905	201.38708
113.49356384277353	113.31207
0.0	0.31979048
63.41323242187501	72.125244
188.30163235134543	140.99463
56.289803398980034	61.5682
0.0	0.11340938
0.0	0.18631975
0.0	0.1461322
9.484171549479171	12.928273
199.86641693115268	198.74481
27.933193969726567	29.347147
154.0770233154296	155.05473
180.0772094726563	173.95651
0.0	0.2731875
0.4975518120659722	0.285887
0.0	0.36840713
0.8357467651367192	1.3241637
15.897944859095988	19.50601
0.0	0.1848945
0.0	0.13101408
30.30223083496093	38.833305
185.29495239257847	188.6313
0.0	0.24016927
0.3715794881184898	0.2704292
120.01518096923832	136.15514
114.38784942626953	115.11574
0.0	0.22616458
200.37489657931852	199.29163
193.45157775878903	197.45831
0.0	0.24604335
12.139994812011718	15.712703
32.19051106770834	32.39022
0.0	0.1279535
146.57198028564468	147.59941
0.0	0.15746039
0.0	0.12785956
0.0	0.19881195
3.399987114800348	1.0928737
0.0	0.26278186
93.58082275390626	95.72096
210.01617736816428	188.10332
159.7813629150392	186.03734
0.0	0.2987833
0.8116353352864584	2.6293266
0.0	0.19993836
178.32534450954878	177.07619
87.96776123046877	95.350136
24.35592346191409	30.182705
0.0	0.165453
17.93666687011722	13.581104
0.7116241455078125	1.178345
0.0	0.24463612
6.236914062500001	8.756264
135.74048767089857	168.04686
68.11469879150391	67.58082
0.3602752685546875	0.14234084
122.20883348253038	146.2881
0.0	0.1874774
137.56732482910144	137.79984
91.48840026855468	91.38118
0.0	0.21619639
0.0	0.12360956
0.0	0.25129238
0.0	0.1398622
111.43182067871088	112.57747
0.0	0.24107787
85.81739044189452	89.991646
