1	0.08997597	21.835123	45.264847	44.72797	45.87	0.08252466	2349.6675	6534.676	6774.6143	6571.751	0.13307673	1904.6891	3407.2815	2791.7131	3855.7207
2	0.078809515	19.12528	55.64598	54.37505	55.85	0.07445028	2119.7712	5585.084	5653.8955	5582.3555	0.13014424	1862.7173	2818.2612	2951.92	2823.4978
3	0.065554276	15.908535	57.801838	59.266724	58.44	0.052698694	1500.4534	7409.1807	7446.0654	7435.8975	0.11637073	1665.5809	3239.9187	3102.2056	3348.2803
4	0.041756563	10.133369	48.47384	47.2527	47.44	0.04244744	1208.5767	7202.512	7217.655	7093.103	0.11160032	1597.3035	3541.7058	3283.4338	3550.3826
5	0.038909923	9.442555	45.576096	46.414303	44.93	0.03518773	1001.87585	6457.9824	6446.5923	6453.4424	0.1053824	1508.3081	3648.5254	3368.8845	3652.919
6	0.0321267	7.79642	50.37735	49.02534	50.54	0.03440481	979.5844	6297.1724	6267.296	6306.266	0.0939051	1344.0367	2623.0884	2651.1265	2654.6272
7	0.03086878	7.491153	51.998478	50.982407	56.31	0.027979452	796.6396	7003.1475	6850.6274	7001.4487	0.07958821	1139.1233	2847.8826	2829.7048	2867.1892
8	0.02560394	6.2134957	48.25292	48.56367	49.21	0.021382462	608.808	6749.153	6905.04	6665.702	0.067857996	971.23206	3323.2036	3250.1086	3344.23
9	0.030862212	7.4895587	52.18794	53.495678	52.32	0.027169451	773.577	7173.252	7138.9443	7244.2505	0.07115568	1018.43097	3589.5945	3564.2344	3554.7385
10	0.024482496	5.9413457	48.903507	48.910316	49.30	0.019654984	559.62274	6599.816	6629.8696	6664.0396	0.07074804	1012.59644	3666.146	3417.9485	3690.9358
11	0.025510572	6.1908364	50.010185	49.947544	50.00	0.026737014	761.2646	7189.6855	7238.4224	7224.5537	0.07031558	1006.40686	2464.9907	2562.3123	2439.7144
12	0.027319985	6.62994	49.99871	50.931538	49.56	0.019907348	566.8081	6791.172	6747.059	7049.1074	0.048781853	698.2007	3088.8635	3111.1272	3032.7327
13	0.025267832	6.131929	46.946804	45.8268	46.92	0.020961175	596.81305	6424.074	6309.9673	6426.1245	0.068936735	986.6718	3866.3699	3691.845	3831.9216
14	0.025156075	6.104809	49.267624	48.49575	49.31	0.019222014	547.29517	6858.1006	6817.3696	6912.775	0.040996138	586.766	3217.967	3081.0674	3422.4485
15	0.043569267	10.573272	57.38065	58.536304	57.23	0.018848544	536.6615	6792.851	6903.1357	6787.256	0.042212553	604.1763	3439.5488	3429.5798	3492.9202
